practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,accepts_out_of_area_registrations,gtd_managed,gtd_site_name,gtd_site_url,gtd_takeover_date,gtd_takeover_date_precision,gtd_takeover_note,gtd_takeover_source_label,gtd_takeover_source_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,affiliated_group_name,affiliated_group_source,affiliated_group_confidence,affiliated_group_domain,affiliated_group_group_size,registered_patient_count,registered_patient_count_source,registered_patient_count_candidate,registered_patient_count_candidate_code,registered_patient_count_candidate_source,registered_patient_count_candidate_confidence,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,google_review_scan_status,google_review_has_listing,cqc_overall_rating,cqc_location_url,cqc_service_website,cqc_publication_date,cqc_inherited_rating,cqc_provider_name,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Springfield House,P85020,OL4 2RJ,"275 Huddersfield Road, Oldham, Lancashire",53.5489,-2.0827,0161 667 2480,http://www.springfieldhousemedicalcentre.nhs.uk,True,,False,,,,,,,,"Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",3,"Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",3,1.449,,,,,,,,,,,7352,nhs_monthly_direct,,,,,2.0,113,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Springfield+House+Medical+Centre/@53.5483069,-2.0884317,17z/data=!4m8!3m7!1s0x487bb81ee2cf2df9:0x1798dc5d8a3c7b91!8m2!3d53.5483037!4d-2.0858514!9m1!1b1!16s%2Fg%2F1tc_kpmm?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Springfield House Medical Centre,1.0,113,google-review-texts/P85020-springfield-house.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-569095124,https://www.springfieldhousemedicalcentre.nhs.uk,25/01/2019,N,Springfield House,,,,https://www.nhs.uk/services/gp-surgery/springfield-house/P85020
Lees Medical Practice,P85022,OL4 3BP,"Athens Way, Lees, Oldham, Lancashire",53.5394,-2.0754,01616521285,http://www.leesmedicalpractice.nhs.uk/,True,,False,,,,,,,,"Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",4,"Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",4,1.732,,,,,,,,,,,5139,nhs_monthly_direct,,,,,3.8,278,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Lees+Medical+Practice/@53.5402665,-2.0772293,17z/data=!4m8!3m7!1s0x487bb7f0d2789a11:0xb03e2ae85d0b5b7e!8m2!3d53.5402633!4d-2.074649!9m1!1b1!16s%2Fg%2F11cspt5r6h?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Lees Medical Practice,1.0,278,google-review-texts/P85022-lees-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-12783302204,,15/09/2025,N,The Jalal Practice,,,,https://www.nhs.uk/services/gp-surgery/lees-medical-practice/P85022
Leesbrook Surgery,P85005,OL4 3DG,"Mellor Street, Lees, Oldham, Lancashire",53.5388,-2.07265,01616214800,,True,,False,,,,,,,,"Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",4,"Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",4,1.851,,,,,,,,,,,9411,nhs_monthly_direct,,,,,3.8,56,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Leesbrook+Surgery/@53.538628,-2.0752178,17z/data=!4m8!3m7!1s0x487bb7fa72e52edd:0x2a2c40330ab4d68!8m2!3d53.5386248!4d-2.0726375!9m1!1b1!16s%2Fg%2F1vc81c3n?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Leesbrook Surgery,1.0,56,google-review-texts/P85005-leesbrook-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-537639971,https://www.leesbrooksurgery.com,03/01/2018,N,Leesbrook Surgery,,,,https://www.nhs.uk/services/gp-surgery/leesbrook-surgery/P85005
Pike Medical Practice,P89618,OL5 0HE,"Market Place, Mossley, Ashton-under-Lyne, Lancashire",53.5179,-2.04563,01457832561,https://www.ssphealth.com/our-practices/the-pike-practice,True,,False,,,,,,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,0.339,SSP Health,nhs_website_domain_known_group,high,ssphealth.com,10,,,,,,3184,nhs_monthly_direct,,,,,4.4,127,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Pike+Practice/@54.7026856,-6.706255,3z/data=!4m8!3m7!1s0x487bb6545b2f7309:0xe5c4e5da811c6ec3!8m2!3d53.5178069!4d-2.0457559!9m1!1b1!16s%2Fg%2F1hc1hhjry?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",The Pike Practice,1.0,127,google-review-texts/P89618-pike-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-2896908941,,19/05/2017,N,SSP Health GPMS Ltd,,,,https://www.nhs.uk/services/gp-surgery/pike-medical-practice/P89618
Pennine Medical Centre,P89006,OL5 9AJ,"193 Manchester Road, Mossley, Ashton-under-Lyne, Lancashire",53.5153,-2.04095,01457832590,https://www.penninemedicalcentre.nhs.uk/,True,,False,,,,,,,,"Ashton GP Service, Gordon Street Medical Centre, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,"Ashton GP Service, Gordon Street Medical Centre, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,0.091,,,,,,,,,,,11346,nhs_monthly_direct,,,,,3.6,107,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Pennine+Medical+Centre+-+Mossley/@53.5147483,-2.0434075,17z/data=!4m8!3m7!1s0x487bc83fb00d1e1d:0x4442805deca903a!8m2!3d53.5147451!4d-2.0408272!9m1!1b1!16s%2Fg%2F11b5pjbkj9?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Pennine Medical Centre - Mossley,0.5,107,google-review-texts/P89006-pennine-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-572207424,https://www.penninemedicalcentre.nhs.uk,04/01/2023,N,Pennine Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/pennine-medical-centre/P89006
Ashton Medical Group,P89008,OL6 6EW,"Chapel Street, Ashton-under-Lyne",53.4895,-2.08879,01613307747,,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,0.5,,,,,,,,,,,16937,nhs_monthly_direct,,,,,3.7,1209,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Ashton+Medical+Group/@53.4894864,-2.0913973,17z/data=!4m8!3m7!1s0x487bb645e7c23d97:0xbcacf0f95ac73b90!8m2!3d53.4894832!4d-2.088817!9m1!1b1!16s%2Fg%2F1tdkg609?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Ashton Medical Group,1.0,1209,google-review-texts/P89008-ashton-medical-group.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-18296748815,https://www.ashtonmedicalgroup.co.uk,01/09/2021,Y,Ashton Medical Group Ltd,,,,https://www.nhs.uk/services/gp-surgery/ashton-medical-group/P89008
Ashton Medical Group - Glebe House,P89008001,OL6 6HD,"Glebe Street, Ashton Under Lyne, Lancashire",53.4894,-2.08917,1613307747,www.tamevalleymedcentre.co.uk,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,0.509,,,,,,,,,,,,,16932,P89008,nhs_monthly_parent_ods_fallback,medium,3.7,1215,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Ashton+Medical+Group/@53.4693581,-2.501727,11z/data=!4m8!3m7!1s0x487bb645e7c23d97:0xbcacf0f95ac73b90!8m2!3d53.4894832!4d-2.088817!9m1!1b1!16s%2Fg%2F1tdkg609?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Ashton Medical Group,0.333,,,skipped_review_count_threshold,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/ashton-medical-group-glebe-house/P89008001
Albion Medical Practice,P89003,OL6 6HF,"1 Albion Street, Ashton-under-Lyne, Lancashire",53.4896,-2.08846,01612148710,http://www.albionmedicalpractice.co.uk,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,0.485,,,,,,,,,,,9847,nhs_monthly_direct,,,,,3.2,230,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Albion+Medical+Practice/@53.489539,-2.0910585,17z/data=!4m8!3m7!1s0x487bb645d8c1ca49:0xba6305f63ee1fefb!8m2!3d53.4895358!4d-2.0884782!9m1!1b1!16s%2Fg%2F1tf6lrtw?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Albion Medical Practice,1.0,230,google-review-texts/P89003-albion-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-558308813,https://www.albionmedicalpractice.co.uk,02/11/2018,N,Albion Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/albion-medical-practice/P89003
Stamford House,P89609,OL6 9QH,"2 Princess Street, Ashton Under Lyne, Lancashire",53.4936,-2.07863,01613440803,http://www.stamfordhousemedicalcentre.co.uk,False,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",9,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",9,0.054,,,,,,,,,,,5023,nhs_monthly_direct,,,,,3.0,71,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Stamford+House+Surgery/@53.4931946,-2.0807675,17z/data=!4m8!3m7!1s0x487bb63657e6833b:0xbee694ac4a0f6ceb!8m2!3d53.4931914!4d-2.0781872!9m1!1b1!16s%2Fg%2F1tp2zyfh?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Stamford House Surgery,1.0,71,google-review-texts/P89609-stamford-house.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-545965138,https://www.stamfordhousemedicalcentre.co.uk,17/08/2016,N,Stamford House Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/stamford-house/P89609
West End Medical Centre,P89030,OL7 0LH,"98-102 Stockport Road, Ashton-under-Lyne, Lancashire",53.4808,-2.1075,01613395488,,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,0.464,,,,,,,,,,,3898,nhs_monthly_direct,,,,,3.7,106,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/West+End+Medical+Centre/@53.4805632,-2.1101386,17z/data=!4m8!3m7!1s0x487bb6f55a1aade9:0x7170192251348a5b!8m2!3d53.48056!4d-2.1075583!9m1!1b1!16s%2Fg%2F11c1xfdyvf?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",West End Medical Centre,1.0,106,google-review-texts/P89030-west-end-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-583835970,https://www.westendmedicalcentre.co.uk,27/10/2023,N,West End Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/west-end-medical-centre/P89030
HT Practice,P89020,OL7 0NW,"156 Stockport Road, Ashton-under-Lyne",53.4783,-2.11048,0161 330 2440,http://www.htpractice.co.uk,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,0.477,,,,,,,,,,,7533,nhs_monthly_direct,,,,,1.3,25,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/H+T+Practice/@53.478115,-2.1132281,17z/data=!4m8!3m7!1s0x487bb65b8c33a5c3:0x33f9e9c514045460!8m2!3d53.4781118!4d-2.1106478!9m1!1b1!16s%2Fg%2F11b7qdwp2v?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",H T Practice,,25,google-review-texts/P89020-ht-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-9433739585,https://htpractice.co.uk,29/04/2022,N,HT Practice,,,,https://www.nhs.uk/services/gp-surgery/ht-practice/P89020
Waterloo Medical Centre,P89613,OL7 9EJ,"1 Dunkerley Street, Ashton-under-Lyne, Lancashire",53.4988,-2.1039,01613307087,,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",9,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",9,0.913,,,,,,,,,,,3742,nhs_monthly_direct,,,,,2.7,30,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Waterloo+Medical+Centre/@53.4988202,-2.1065783,17z/data=!4m8!3m7!1s0x487bb6545e7e6d5b:0x22ff4e077b5f17bd!8m2!3d53.498817!4d-2.103998!9m1!1b1!16s%2Fg%2F11c6yzc431?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Waterloo Medical Centre,1.0,30,google-review-texts/P89613-waterloo-medical-centre.txt,ok_with_visible_reviews,true,Inadequate,https://www.cqc.org.uk/location/1-20244079153,,10/08/2023,Y,Waterloo Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/waterloo-medical-centre/P89613
John Street Medical Practice,Y02827,OL8 1DF,"1 John Street, Oldham, Lancashire",53.5404,-2.11926,0161 357 2060,http://johnstreetmedicalpractice.org.uk/,True,,False,,,,,,,,"Charlestown Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice",4,"Charlestown Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice",4,0.254,Hope Citadel Healthcare,manual_lookup,high,hopecitadel.org.uk,10,,,,,,4966,nhs_monthly_direct,,,,,2.8,107,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/John+Street+Medical+Practice/@53.5405692,-2.1219419,17z/data=!3m1!5s0x487bb77c1090266d:0x628aa246dad210c8!4m8!3m7!1s0x487bb9c7d093a8df:0xb1df121c7ea7f6ea!8m2!3d53.540566!4d-2.1193616!9m1!1b1!16s%2Fg%2F1hc4kmh1z?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",John Street Medical Practice,1.0,107,google-review-texts/Y02827-john-street-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-3045369919,https://www.johnstreetmedicalpractice.org.uk/,30/08/2017,N,Hope Citadel Healthcare Community Interest Company,,,,https://www.nhs.uk/services/gp-surgery/john-street-medical-practice/Y02827
Hill Top Surgery,Y02753,OL8 2QD,"Hilltop Surgery, Fitton Hill Neighbourhood Centre, Fircroft Road, Oldham",53.5214,-2.10208,01612713080,http://www.hilltopsurgery.org.uk,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",6,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",6,1.664,Hope Citadel Healthcare,manual_lookup,high,hopecitadel.org.uk,10,,,,,,6291,nhs_monthly_direct,,,,,3.6,87,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Hill+Top+Surgery/@53.5249218,-2.1088713,16z/data=!4m12!1m2!2m1!1sHill+Top+Surgery+OL8+2QD!3m8!1s0x487bb7a29cd61f13:0xd092edbdd6da7031!8m2!3d53.5214919!4d-2.1017089!9m1!1b1!15sChhIaWxsIFRvcCBTdXJnZXJ5IE9MOCAyUUSSAQ5tZWRpY2FsX2NlbnRlcuABAA!16s%2Fg%2F1tw1dcyn?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Hill Top Surgery,1.0,87,google-review-texts/Y02753-hill-top-surgery.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-718554672,https://www.hilltopsurgery.org.uk/,16/11/2016,N,Hope Citadel Healthcare Community Interest Company,,,,https://www.nhs.uk/services/gp-surgery/hill-top-surgery/Y02753
Oldham Medical Services,P85012,OL8 3HF,"Langham House, 368 Ashton Road, Oldham, Lancashire",53.5253,-2.11122,01613572270,https://www.oldhammedicalservices.co.uk,True,,False,,,,,,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",6,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",6,1.3,,,,,,,,,,,5922,nhs_monthly_direct,,,,,2.2,88,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Oldham+Medical+Services/@53.5258439,-2.1140512,17z/data=!4m8!3m7!1s0x487bb77564d4a2b3:0xb07f3c6bdb043f0d!8m2!3d53.5258407!4d-2.1114709!9m1!1b1!16s%2Fg%2F12cnz2_dg?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Oldham Medical Services,1.0,88,google-review-texts/P85012-oldham-medical-services.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-545872379,https://www.oldhammedicalservices.co.uk,22/02/2024,N,Oldham Medical Services,,,,https://www.nhs.uk/services/gp-surgery/oldham-medical-services/P85012
Hollinwood Medical Practice,Y02933,OL8 3TR,"1 Clive Street, Oldham, Lancashire",53.5221,-2.12764,01613572070,http://www.hollinwoodpractice.org.uk,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, Simpson Medical Practice",8,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, Simpson Medical Practice",8,1.563,Hope Citadel Healthcare,manual_lookup,high,hopecitadel.org.uk,10,,,,,,8851,nhs_monthly_direct,,,,,3.6,166,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Hollinwood+Medical+Practice/@53.5221468,-2.1302265,17z/data=!3m1!4b1!4m6!3m5!1s0x487bb713476741e5:0x643271d8431aaf3a!8m2!3d53.5221436!4d-2.1276462!16s%2Fg%2F1tfgjc9s?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Hollinwood Medical Practice,1.0,80,google-review-texts/Y02933-hollinwood-medical-practice.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-1998181488,https://www.hollinwoodpractice.org.uk/,24/05/2018,N,Hope Citadel Healthcare Community Interest Company,,,,https://www.nhs.uk/services/gp-surgery/hollinwood-medical-practice/Y02933
Littletown Family Med Pract,P85605,OL8 4LR,"53 Manchester Road, Oldham, Lancashire",53.5291,-2.13428,01616245457,http://www.littletownfamilymedical.nhs.uk,True,,False,,,,,,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice, Simpson Medical Practice",7,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice, Simpson Medical Practice",7,1.241,,,,,,,,,,,7633,nhs_monthly_direct,,,,,3.1,72,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Little+Town+Family+Medical+Practice/@53.5291807,-2.1369951,17z/data=!4m8!3m7!1s0x487bb741d7c3a51b:0xd09ba6c4ec44a922!8m2!3d53.5291775!4d-2.1344148!9m1!1b1!16s%2Fg%2F1hc28crc_?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Little Town Family Medical Practice,0.25,72,google-review-texts/P85605-littletown-family-med-pract.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-13449471679,,14/09/2023,N,Littletown Family Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/littletown-family-med-pract/P85605
Chadderton Medical Practice,P85004,OL9 0LH,"Middleton Road, Chadderton, Oldham, Lancashire",53.5456,-2.14217,01613572290,http://www.chaddertonmedicalpractice.nhs.uk,True,,False,,,,,,,,"Charlestown Medical Practice, Lindley Medical Practice",2,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search",3,1.044,,,,,,,,,,,6369,nhs_monthly_direct,,,,,4.1,46,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Chadderton+Medical+Practice/@53.5455854,-2.1448427,17z/data=!4m12!1m2!2m1!1sChadderton+Medical+Practice+OL9+0LH!3m8!1s0x487bb9e2212e1f0b:0x133bed3e97bd8c80!8m2!3d53.5455518!4d-2.1422333!9m1!1b1!15sCiNDaGFkZGVydG9uIE1lZGljYWwgUHJhY3RpY2UgT0w5IDBMSJIBDm1lZGljYWxfY2xpbmlj4AEA!16s%2Fg%2F1q5bng877?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Chadderton Medical Practice,1.0,46,google-review-texts/P85004-chadderton-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-559832693,https://www.chaddertonmedicalpractice.nhs.uk,30/12/2020,N,Chadderton Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/chadderton-medical-practice/P85004
Woodlands Medical Practice,P85010,OL9 0LH,"Chadderton Town Health Centre, Middleton Road, Chadderton, Oldham, Lancashire",53.5455,-2.14206,01613572300,https://www.woodlandsmedicalpractice.com,True,,False,,,,,,,,"Charlestown Medical Practice, Lindley Medical Practice",2,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search",3,1.038,,,,,,,,,,,14117,nhs_monthly_direct,,,,,3.2,185,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Woodlands+Medical+Practice/@53.5456121,-2.1448659,17z/data=!4m8!3m7!1s0x487bb9e034995173:0x4348cb66eca3c04e!8m2!3d53.5456089!4d-2.1422856!9m1!1b1!16s%2Fg%2F1w8w9kt5?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Woodlands Medical Practice,1.0,185,google-review-texts/P85010-woodlands-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-545296200,https://www.woodlandsmedicalpractice.com,11/07/2016,N,Woodlands Medical Practice,,,,https://www.nhs.uk/services/gp-surgery/woodlands-medical-practice/P85010
Kapur Family Care,P85615,OL9 7AY,"Werneth Primary Care Centre, Featherstall Road South, Oldham, Lancashire",53.5373,-2.13052,01612713040,https://www.kapurfamilycare.nhs.uk/,True,,False,,,,,,,,"Charlestown Medical Practice, Lindley Medical Practice, Mossley Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Mossley Medical Practice",3,0.716,,,,,,,,,,,11907,nhs_monthly_direct,,,,,2.0,154,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Kapur+Family+Care/@53.5372997,-2.1330482,17z/data=!4m8!3m7!1s0x4163a32602908549:0xfed7c268df34fac0!8m2!3d53.5372965!4d-2.1304679!9m1!1b1!16s%2Fg%2F11b6hsjplt?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Kapur Family Care,1.0,154,google-review-texts/P85615-kapur-family-care.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-583894260,https://www.kapurfamilycare.nhs.uk,30/07/2021,N,Kapur Family Care,,,,https://www.nhs.uk/services/gp-surgery/kapur-family-care/P85615
MD Family Practice,P85018,OL9 7AY,"Werneth Primary Care Centre, Featherstall Road South, Oldham, Lancashire",53.5364,-2.13077,01613572280,http://www.dansonfamilypractice.co.uk,True,,False,,,,,,,,"Charlestown Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice",4,"Charlestown Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice",4,0.764,,,,,,,,,,,4332,nhs_monthly_direct,,,,,3.3,38,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Danson+Family+Practice/@53.5374445,-2.1330004,17z/data=!4m8!3m7!1s0x487bb9d9d2b4393f:0xcb2f79c82a4e9ac6!8m2!3d53.5374413!4d-2.1304201!9m1!1b1!16s%2Fg%2F1tjgp41w?entry=ttu&g_ep=EgoyMDI2MDMxNy4wIKXMDSoASAFQAw%3D%3D",Danson Family Practice,0.5,38,google-review-texts/P85018-md-family-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-8969943052,https://www.dansonfamilypractice.co.uk/,10/06/2022,N,Danson Family Practice,,,,https://www.nhs.uk/services/gp-surgery/md-family-practice/P85018
