practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,google_maps_query
IBROXHOLM MEDICAL CENTRE,S52109,G51 1RN,"532 PAISLEY ROAD WEST, GLASGOW",01414 272504,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52109,2025-03-25,2715,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,IBROXHOLM MEDICAL CENTRE G51 1RN
MIDLOCK MEDICAL CENTRE,S52005,G51 1SL,"7 MIDLOCK STREET, GLASGOW",01414 274271,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52005,2022-11-18,9549,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MIDLOCK MEDICAL CENTRE G51 1SL
CRAIGTON MEDICAL PRACTICE,S52359,G51 4BJ,"GOVAN HEALTH CENTRE, 5 DRUMOYNE ROAD, GLASGOW",01418 822222,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52359,2022-08-24,8691,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CRAIGTON MEDICAL PRACTICE G51 4BJ
THE DAVID ELDER MEDICAL PRACTICE,S52062,G51 4BJ,"GOVAN HEALTH CENTRE, 5 DRUMOYNE ROAD, GLASGOW",01415 318470,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52062,2022-11-18,5312,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE DAVID ELDER MEDICAL PRACTICE G51 4BJ
THE GREEN PRACTICE GOVAN,S52096,G51 4BJ,"GOVAN HEALTH CENTRE, 5 DRUMOYNE ROAD, GLASGOW",01415 318460,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52096,2022-11-18,4742,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE GREEN PRACTICE GOVAN G51 4BJ
YELLOW PRACTICE,S52330,G51 4BJ,"GOVAN HEALTH CENTRE, 5 DRUMOYNE ROAD, GLASGOW",01415 318490,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52330,2022-11-18,4211,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,YELLOW PRACTICE G51 4BJ
THURSTON ROAD MEDICAL PRACTICE,S52024,G52 2AZ,"140 THURSTON ROAD, GLASGOW",01418 838838,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52024,2022-11-18,4446,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THURSTON ROAD MEDICAL PRACTICE G52 2AZ
DR MAIR & PARTNERS,S52241,G52 3QN,"1600-1604 PAISLEY ROAD WEST, IBROX, GLASGOW",01418 824567,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52241,2022-11-18,7927,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,DR MAIR & PARTNERS G52 3QN
DR O'NEILL & ASSOCIATES,S52185,G52 3SS,"CARDONALD MEDICAL CENTRE, 1831 PAISLEY ROAD WEST, GLASGOW",01412 116660,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52185,2024-05-22,4117,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,DR O'NEILL & ASSOCIATES G52 3SS
DRS DATTA & PARTNERS,S52414,G52 3SS,"CARDONALD MEDICAL CENTRE, 1831 PAISLEY ROAD WEST, GLASGOW",01418 922548,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52414,2022-08-24,4924,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,DRS DATTA & PARTNERS G52 3SS
BRAIDCRAFT MEDICAL CENTRE,S52043,G53 5QD,"200 BRAIDCRAFT ROAD, GLASGOW",01418 823396,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52043,2022-11-18,6357,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BRAIDCRAFT MEDICAL CENTRE G53 5QD
THE PEAT ROAD MEDICAL PRACTICE,S52293,G53 6EQ,"POLLOK HEALTH CENTRE, 21 COWGLEN ROAD, GLASGOW",01415 316860,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52293,2022-11-18,5198,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE PEAT ROAD MEDICAL PRACTICE G53 6EQ
THE SILVER BURN MEDICAL PRACTICE,S52400,G53 6EQ,"POLLOK HEALTH CENTRE, 21 COWGLEN ROAD, GLASGOW",01415 316870,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52400,2023-09-14,6023,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE SILVER BURN MEDICAL PRACTICE G53 6EQ
CROOKSTON MEDICAL PRACTICE,S52344,G53 7FY,"230 DALMELLINGTON ROAD, CROOKSTON, GLASGOW",01418 838887,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52344,2022-11-18,6395,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CROOKSTON MEDICAL PRACTICE G53 7FY
SYCAMORE MEDICAL PRACTICE,S52147,G53 7RN,"500 CORSELET ROAD, GLASGOW",01416 381464,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S52147,2023-01-17,2210,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SYCAMORE MEDICAL PRACTICE G53 7RN
OLD KILPATRICK MEDICAL PRACTICE,S40065,G60 5JG,"ERSKINE VIEW, OLD KILPATRICK, GLASGOW",01389 315800,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S40065,2022-08-24,5652,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,OLD KILPATRICK MEDICAL PRACTICE G60 5JG
KESSINGTON MEDICAL CENTRE,S40101,G61 2DN,"85 MILNGAVIE ROAD, BEARSDEN, GLASGOW",01412 120700,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S40101,2022-08-24,8098,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KESSINGTON MEDICAL CENTRE G61 2DN
DENBRIDGE MEDICAL PRACTICE,S40741,G61 2SY,"96 DRYMEN ROAD, BEARSDEN, GLASGOW",01419 429494,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S40741,2023-05-16,9289,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,DENBRIDGE MEDICAL PRACTICE G61 2SY
THE TERRACE MEDICAL PRACTICE,S40027,G61 3RD,"160 DRYMEN ROAD, BEARSDEN, GLASGOW",01419 426644,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S40027,2022-11-18,7895,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE TERRACE MEDICAL PRACTICE G61 3RD
ASHFIELD MEDICAL PRACTICE,S40173,G62 6BT,"ASHFIELD HOUSE, 1 ASHFIELD ROAD, GLASGOW",01419 561339,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S40173,2023-01-13,8161,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ASHFIELD MEDICAL PRACTICE G62 6BT
KERSLAND HOUSE SURGERY,S40385,G62 8BT,"37 STATION ROAD, MILNGAVIE, GLASGOW",01419 561005,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S40385,2023-01-13,7467,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KERSLAND HOUSE SURGERY G62 8BT
DRYMEN HEALTH CENTRE,S25898,G63 0DP,"2 OLD GARTMORE ROAD, DRYMEN, GLASGOW",01360 660203,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S25898,2023-01-16,1537,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,DRYMEN HEALTH CENTRE G63 0DP
BALFRON HEALTH CENTRE,S25051,G63 0TS,"41-47 BUCHANAN STREET, BALFRON, GLASGOW",01360 440515,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S25051,2023-01-16,2944,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BALFRON HEALTH CENTRE G63 0TS
EDENKILN SURGERY,S25065,G63 9EF,"12 DUMBROCK ROAD, STRATHBLANE, GLASGOW",01360 770340,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S25065,2023-01-16,2491,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,EDENKILN SURGERY G63 9EF
KILLEARN HEALTH CENTRE,S25347,G63 9NA,"BALFRON ROAD, KILLEARN, GLASGOW",01360 550339,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S25347,2022-08-18,4613,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KILLEARN HEALTH CENTRE G63 9NA
AUCHINAIRN MEDICAL PRACTICE,S43222,G64 1NF,"127/129 AUCHINAIRN ROAD, BISHOPBRIGGS, GLASGOW",01417 721808,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43222,2022-11-18,7007,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,AUCHINAIRN MEDICAL PRACTICE G64 1NF
KENMURE MEDICAL PRACTICE,S43171,G64 1PJ,"7 SPRINGFIELD ROAD, BISHOPBRIGGS, GLASGOW",01417 726309,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43171,2022-11-18,8635,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KENMURE MEDICAL PRACTICE G64 1PJ
SPRINGFIELD MEDICAL PRACTICE,S43059,G64 1PJ,"9 SPRINGFIELD ROAD, BISHOPBRIGGS, GLASGOW",01417 724744,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43059,2022-11-18,9404,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SPRINGFIELD MEDICAL PRACTICE G64 1PJ
BRACKENBRAE SURGERY,S43557,G64 2AA,"91 KIRKINTILLOCH ROAD, BISHOPBRIGGS, GLASGOW",01417 722241,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43557,2026-02-23,1676,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BRACKENBRAE SURGERY G64 2AA
KILSYTH MEDICAL PARTNERSHIP,S61502,G65 9JE,"KILSYTH COMMUNITY HEALTH CENTRE, AIRDRIE ROAD, GLASGOW",01236 801677,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S61502,2022-12-12,13938,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KILSYTH MEDICAL PARTNERSHIP G65 9JE
REGENT GARDENS MEDICAL CENTRE,S43030,G66 1DH,"18 UNION STREET, KIRKINTILLOCH, GLASGOW",01417 761238,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43030,2023-01-13,11059,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,REGENT GARDENS MEDICAL CENTRE G66 1DH
PEEL VIEW MEDICAL CENTRE,S43114,G66 1DN,"45-53 UNION STREET, KIRKINTILLOCH, GLASGOW",01417 763442,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43114,2025-04-23,10639,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,PEEL VIEW MEDICAL CENTRE G66 1DN
THE TURRET MEDICAL CENTRE,S43044,G66 1JB,"6 CATHERINE STREET, KIRKINTILLOCH, GLASGOW",01417 768200,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43044,2023-01-13,6881,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE TURRET MEDICAL CENTRE G66 1JB
SOUTHBANK SURGERY,S43100,G66 1NH,"17-19 SOUTHBANK ROAD, KIRKINTILLOCH, GLASGOW",01417 762183,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43100,2022-11-18,7009,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SOUTHBANK SURGERY G66 1NH
WOODHEAD MEDICAL PRACTICE,S43581,G66 3BF,"10 SARAMAGO STREET, KIRKINTILLOCH, GLASGOW",01417 762468,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43581,2023-01-13,6781,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,WOODHEAD MEDICAL PRACTICE G66 3BF
LENNOXTOWN MEDICAL PRACTICE,S43261,G66 7JJ,"LENNOXTOWN HUB, 46 MAIN STREET, GLASGOW",01360 327300,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S43261,2023-01-13,3269,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LENNOXTOWN MEDICAL PRACTICE G66 7JJ
CALEDONIA MEDICAL PRACTICE,S61339,G67 1BJ,"NORTH CARBRAIN ROAD, TOWN CENTRE, GLASGOW",01698 755050,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S61339,2024-02-19,16723,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CALEDONIA MEDICAL PRACTICE G67 1BJ
THE GLEN MEDICAL PRACTICE,S61343,G67 1BJ,"CENTRAL HEALTH CENTRE, NORTH CARBRAIN ROAD, GLASGOW",01236 737214,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S61343,2023-01-16,11691,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE GLEN MEDICAL PRACTICE G67 1BJ
KENILWORTH MEDICAL CENTRE,S61358,G67 1BP,"1 KENILWORTH COURT, GREENFAULDS, GLASGOW",01236 727816,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S61358,2022-12-12,13457,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KENILWORTH MEDICAL CENTRE G67 1BP
ABRONHILL MEDICAL GROUP,S61377,G67 3BE,"ABRONHILL HEALTH CENTRE, PINE ROAD, GLASGOW",01236 723223,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S61377,2022-12-12,4548,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ABRONHILL MEDICAL GROUP G67 3BE
SALTIRE MEDICAL PRACTICE,S61381,G67 3BE,"ABRONHILL HEALTH CENTRE, PINE ROAD, GLASGOW",01236 727654,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S61381,2025-01-17,3356,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SALTIRE MEDICAL PRACTICE G67 3BE
CONDORRAT MEDICAL PRACTICE,S61324,G67 4DN,"CONDORRAT HEALTH CENTRE, 16 AIRDRIE ROAD, GLASGOW",01236 733221,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S61324,2022-12-12,5323,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CONDORRAT MEDICAL PRACTICE G67 4DN
