practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,gtd_managed,gtd_site_name,gtd_site_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Flixton Road Medical Centre,P91029,M41 5BG,"132 Flixton Road, Urmston, Manchester, Greater Manchester",53.4483,-2.36265,01617482021,https://www.flixtonroadmedicalcentre.nhs.uk/,True,False,,,,0,"Partington supplemental search, Sale supplemental search, Stretford supplemental search",3,,,,,,,2.8,90,Google Maps direct search,"https://www.google.com/maps/place/Medical+Centre,+132+Flixton+Rd,+Urmston,+Manchester+M41+5ZZ/@53.4483226,-2.3622521,17z/data=!3m1!4b1!4m6!3m5!1s0x487bac06b55868af:0xcd8df99c0ea7fcad!8m2!3d53.4483226!4d-2.3622521!16s%2Fg%2F11c4q42bpt?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Medical Centre,,,,,,,https://www.nhs.uk/services/gp-surgery/flixton-road-medical-centre/P91029
Primrose Surgery,P91012,M41 7AB,"59 Old Crofts Bank, Urmston, Manchester, Greater Manchester",53.4568,-2.35804,01617472424,http://primrosesurgery.co.uk/,True,False,,,,0,"Partington supplemental search, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search",4,,,,,,,3.4,41,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Primrose+Surgery/@53.4568079,-2.3625682,17z/data=!4m12!1m2!2m1!1sPrimrose+Surgery+M41+7AB!3m8!1s0x487baea9039639eb:0x7d05ae092974a981!8m2!3d53.4568079!4d-2.3580621!9m1!1b1!15sChhQcmltcm9zZSBTdXJnZXJ5IE00MSA3QUKSAQZkb2N0b3LgAQA!16s%2Fg%2F1xg5s6mc?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Primrose Surgery,1.0,10,google-review-texts/P91012-primrose-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/primrose-surgery/P91012
Davyhulme Medical Centre,P91009,M41 7WJ,"130 Broadway, Davyhulme,Urmston, Urmston, Manchester, Greater Manchester",53.4595,-2.36677,01617485559,http://www.davyhulmemedicalcentre.co.uk/,True,False,,,,0,"Partington supplemental search, Sale supplemental search, Stretford supplemental search",3,,,,,,,2.8,93,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Davyhulme+Medical+Centre/@53.4593623,-2.3677465,17z/data=!4m8!3m7!1s0x487baeaca24d580b:0x7319a10782ff19fc!8m2!3d53.4593623!4d-2.3677465!9m1!1b1!16s%2Fg%2F1td2m0q4?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Davyhulme Medical Centre,1.0,10,google-review-texts/P91009-davyhulme-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/davyhulme-medical-centre/P91009
Urmston Group Practice,P91006,M41 8AA,"6 Woodsend Crescent Road, Urmston, Manchester, Greater Manchester",53.4525,-2.39405,01617559870,http://www.urmstongrouppractice.co.uk,True,False,,,,0,"Partington supplemental search, Sale supplemental search",2,,,,,,,2.8,77,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Urmston+Group+Practice/@53.4524934,-2.3937427,17z/data=!3m1!5s0x487babe007c1359f:0x86df8120b9d69f63!4m8!3m7!1s0x487bac065ed5f23d:0x5e3a9fc28cc190b2!8m2!3d53.4524934!4d-2.3937427!9m1!1b1!16s%2Fg%2F11bxb9scy3?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Urmston Group Practice,1.0,10,google-review-texts/P91006-urmston-group-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/urmston-group-practice/P91006
Market Street Medical Practice,P89029,M43 6DE,"76 Market Street, Droylsden, Manchester, Lancashire",53.4788,-2.14535,01613716188,http://tinyurl.com/marketstweb,True,False,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice",4,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice",4,0.581,,,,,,4.4,334,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Market+Street+Medical+Practice/@53.4787211,-2.1453063,17z/data=!4m8!3m7!1s0x487bb6b81adfa5a9:0xf9fdf5efe5ef1dd0!8m2!3d53.4787211!4d-2.1453063!9m1!1b1!16s%2Fg%2F11dxhzndgt?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Market Street Medical Practice,1.0,10,google-review-texts/P89029-market-street-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/market-street-medical-practice/P89029
Medlock Vale Medical Practice,P89010,M43 7BW,"58 Ashton Road, Droylsden, Manchester, Greater Manchester",53.4791,-2.14249,01613701610,http://www.medlockvalemedicalpractice.co.uk,True,False,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Millbrook Medical Practice",5,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Millbrook Medical Practice",5,0.575,,,,,,4.1,599,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Medlock+Vale+Medical+Practice/@53.4791339,-2.1424448,17z/data=!4m8!3m7!1s0x487bb6b8845efd3b:0xb494f632c5c4e4ba!8m2!3d53.4791339!4d-2.1424448!9m1!1b1!16s%2Fg%2F1thw1q4q?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Medlock Vale Medical Practice,1.0,10,google-review-texts/P89010-medlock-vale-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/medlock-vale-medical-practice/P89010
Longfield Lodge,P87610001,M44 5DX,"276 Liverpool Road, Cadishead, Manchester, Greater Manchester",53.4215,-2.44228,01617760737,,False,False,,,,0,Partington supplemental search,1,,,,,,,4.7,53,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Longfield+Lodge+Dental+Practice/@53.4202584,-2.4448749,17z/data=!4m8!3m7!1s0x487baa680e75d743:0xab5af8c7f88c03fd!8m2!3d53.4202584!4d-2.4448749!9m1!1b1!16s%2Fg%2F119wqbsf_?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Longfield Lodge Dental Practice,0.667,10,google-review-texts/P87610001-longfield-lodge.txt,,,,https://www.nhs.uk/services/gp-surgery/longfield-lodge/P87610001
The Mosslands Medical Practice,P87610,M44 5LH,"MacDonald Road, Irlam, Manchester, Lancashire",53.4379,-2.43224,01617760737,http://www.mosslandsmedicalpractice.co.uk/,True,False,,,,0,Partington supplemental search,1,,,,,,,3.1,111,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Mosslands+Medical+Practice/@53.4383654,-2.4317541,17z/data=!4m8!3m7!1s0x487baa3a7152d953:0x57ed883b8d49a2e2!8m2!3d53.4383654!4d-2.4317541!9m1!1b1!16s%2Fg%2F1tdxvkp4?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Mosslands Medical Practice,1.0,10,google-review-texts/P87610-the-mosslands-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-mosslands-medical-practice/P87610
(Irlam) Salford Care Ctrs Medical Practi,P87657,M44 6DP,"125 Liverpool Road, Irlam, Manchester, Lancashire",53.4491,-2.41706,01617750000,https://irlamclinic.co.uk,True,False,,,,0,Partington supplemental search,1,,,,,,,4.1,17,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Salford+Care/@53.4489365,-2.4174542,17z/data=!4m8!3m7!1s0x487babd4e9d1bde9:0xeee568d839325ebd!8m2!3d53.4489365!4d-2.4174542!9m1!1b1!16s%2Fg%2F1hc340419?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Salford Care,0.4,10,google-review-texts/P87657-irlam-salford-care-ctrs-medical-practi.txt,,,,https://www.nhs.uk/services/gp-surgery/irlam-salford-care-ctrs-medical-practi/P87657
Chapel Group Medical Centre,P87649,M44 6FE,"220 Liverpool Road, Irlam, Manchester, Lancashire",53.4491,-2.41828,01617757373,http://www.chapelgroupmedicalcentre.co.uk,True,False,,,,0,Partington supplemental search,1,,,,,,,4.4,256,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Chapel+Group+Medical+Centre/@53.4488769,-2.490777,13z/data=!4m12!1m2!2m1!1sChapel+Group+Medical+Centre+M44+6FE!3m8!1s0x487babd4c8f7ae27:0x87030d0649f0e2c9!8m2!3d53.4488769!4d-2.4186792!9m1!1b1!15sCiNDaGFwZWwgR3JvdXAgTWVkaWNhbCBDZW50cmUgTTQ0IDZGRZIBBmRvY3RvcuABAA!16s%2Fg%2F11fz9yltvz?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Chapel Group Medical Centre,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/chapel-group-medical-centre/P87649
The Elms Medical Centre,P83608,M45 7FD,"Green Lane, Whitefield, Manchester, Greater Manchester",53.5532,-2.29519,01617662662,http://www.theelmsmedicalcentrewhitefield.co.uk,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,2.9,91,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Elms+Medical+Centre/@53.5532242,-2.2952154,17z/data=!4m8!3m7!1s0x487ba542dda4771d:0xa01abd9c34557e0c!8m2!3d53.5532242!4d-2.2952154!9m1!1b1!16s%2Fg%2F1hc61chrn?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Elms Medical Centre,1.0,10,google-review-texts/P83608-the-elms-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/the-elms-medical-centre/P83608
The Uplands Medical Practice,P83004,M45 8GH,"Bury New Road, Whitefield, Manchester, Lancashire",53.5486,-2.2958,01617668221,https://theuplandsmp.nhs.uk/,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,3.1,168,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Uplands+Medical+Practice+at+Whitefield+Health+Centre/@53.548863,-2.2954223,17z/data=!4m8!3m7!1s0x487ba55d920a6ec9:0xdda5ea57eaa34e90!8m2!3d53.548863!4d-2.2954223!9m1!1b1!16s%2Fg%2F1tgz9x9p?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Uplands Medical Practice at Whitefield Health Centre,0.333,10,google-review-texts/P83004-the-uplands-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-uplands-medical-practice/P83004
Dr KK Chan & Partners,P92042,M46 9DE,"Seven Brooks Medical Centre, 21 Church Street, Atherton, Manchester, Greater Manchester",53.5242,-2.48901,01942367616,https://www.sevenbrooksmedicalcentre.nhs.uk,True,False,,,,0,Little Hulton supplemental search,1,,,,,,,3.3,6,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dr+KK+Chan/@53.5241523,-2.4934803,17z/data=!3m1!5s0x487b07f101d98781:0x6eb17248d5cf6d46!4m12!1m2!2m1!1sDr+KK+Chan+%26+Partners+M46+9DE!3m8!1s0x487bb1bf5285af13:0xaede94e6f56325fa!8m2!3d53.5241523!4d-2.4889742!9m1!1b1!15sCh1EciBLSyBDaGFuICYgUGFydG5lcnMgTTQ2IDlERVofIh1kciBrayBjaGFuICYgcGFydG5lcnMgbTQ2IDlkZZIBBmRvY3RvcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSbE5IRm1RbVYzRUFF4AEA-gEFCOACECw!16s%2Fg%2F1q62kbqtm?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Dr KK Chan,0.75,6,google-review-texts/P92042-dr-kk-chan-and-partners.txt,,,,https://www.nhs.uk/services/gp-surgery/dr-kk-chan-and-partners/P92042
Ordsall Health Surgery,P87035,M5 3PH,"Ordsall Health, 118 Phoebe Street, Salford, Greater Manchester",53.474,-2.28096,01619830080,http://www.ordsallhealthsurgery.nhs.uk,True,False,,,City Health Centre,1,"Chorlton supplemental search, City Health Centre, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",6,1.676,,,,,,3.9,130,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Ordsall+Health+Surgery/@53.4741173,-2.2820308,17z/data=!4m8!3m7!1s0x487bae165ff9fdc7:0xb851de257e9d02d9!8m2!3d53.4741173!4d-2.2820308!9m1!1b1!16s%2Fg%2F1pxqbwr9b?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Ordsall Health Surgery,1.0,10,google-review-texts/P87035-ordsall-health-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/ordsall-health-surgery/P87035
The Quays Practice,D5B9D,M5 3PH,"First Floor, Ordsall Health Centre, 118 Phoebe Street, Salford",53.474,-2.28096,01619830990,http://www.salfordmedicalcentre.nhs.uk,True,False,,,City Health Centre,1,"Chorlton supplemental search, City Health Centre, Sale supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",6,1.676,,,,,,4.7,450,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Quays+Practice/@53.4741786,-2.2819158,17z/data=!4m8!3m7!1s0x487baf8088a72ccb:0x3e03bd7692c1e5b!8m2!3d53.4741786!4d-2.2819158!9m1!1b1!16s%2Fg%2F11jp2fjlzr?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Quays Practice,1.0,10,google-review-texts/D5B9D-the-quays-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-quays-practice/D5B9D
University Health Centre,P87027001,M5 4WT,"Maxwell Building, 3rd Floor, Salford, Greater Manchester",53.4835,-2.27064,0161 295 4209,https://www.salforduni.health/,True,False,,,City Health Centre,1,"City Health Centre, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",4,1.141,,,,,,4.7,107,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/University+of+Salford+Health+Centre/@53.4850855,-2.2706575,17z/data=!4m8!3m7!1s0x487baf9c767f5a5d:0x12a5f3819a12314a!8m2!3d53.4850855!4d-2.2706575!9m1!1b1!16s%2Fg%2F11pyc4spy5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",University of Salford Health Centre,0.5,10,google-review-texts/P87027001-university-health-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/university-health-centre/P87027001
The Willows Medical Practice,P87658,M5 5JR,"The Willows, Lords Avenue, Salford, Lancashire",53.4855,-2.30912,01617362356,https://www.thewillowssurgery.co.uk/,True,False,,,,0,"Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",3,,,,,,,3.4,65,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Willows+Surgery/@53.4854553,-2.3091691,17z/data=!4m8!3m7!1s0x487bae5a4ee7f1c7:0x446f2cc9e9a6a7b3!8m2!3d53.4854553!4d-2.3091691!9m1!1b1!16s%2Fg%2F11b5ph_rkc?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Willows Surgery,1.0,10,google-review-texts/P87658-the-willows-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-willows-medical-practice/P87658
Care Homes Medical Practice,Y02625,M6 5FW,"Mezzanine Floor, St James's House, Pendleton Way, Salford, Greater Manchester",53.4887,-2.28901,01612062648,,True,False,,,City Health Centre,1,"City Health Centre, Little Hulton supplemental search, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",6,1.94,,,,,,3.0,14,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Salford+Care+Homes+Medical+Practice/@53.4905324,-2.2882915,17z/data=!3m1!5s0x487bae3f167132d5:0xed8811d68eee81f9!4m8!3m7!1s0x487bae3d21924a87:0x5f6ea00b48b4a2f!8m2!3d53.4905324!4d-2.2882915!9m1!1b1!16s%2Fg%2F1hc559pbg?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Salford Care Homes Medical Practice,0.667,1,google-review-texts/Y02625-care-homes-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/care-homes-medical-practice/Y02625
Clarendon Surgery,P87634,M6 5FX,"Pendleton Gateway, 1 Broadwalk, Salford",53.4883,-2.28473,01619830190,http://clarendonsurgery.co.uk,True,False,,,City Health Centre,1,"City Health Centre, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",5,1.762,"Clarendon Medical Practice - Pendleton Gateway, M6 5FX",nhs_website_domain_shared,medium,clarendonsurgery.co.uk,2,3.8,65,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Clarendon+Surgery/@53.4884407,-2.2847855,17z/data=!3m1!5s0x487bae30ae20136b:0x9237a097d2121257!4m8!3m7!1s0x487bae30aeadadb9:0x4ce7bbf6715e3502!8m2!3d53.4884407!4d-2.2847855!9m1!1b1!16s%2Fg%2F1w2ytfmd?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Clarendon Surgery,1.0,10,google-review-texts/P87634-clarendon-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/clarendon-surgery/P87634
Pendleton Medical Centre,P87015,M6 5FX,"Pendleton Gateway, 1 Broadwalk, Salford, Greater Manchester",53.4883,-2.28473,01619830410,https://www.pendletonmedicalcentre.nhs.uk/,True,False,,,City Health Centre,1,"City Health Centre, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",5,1.762,,,,,,4.8,629,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Pendleton+Medical+Centre/@53.4883649,-2.2891699,17z/data=!3m1!5s0x487bae30ae20136b:0xd1f02b66cdb600dc!4m12!1m2!2m1!1sPendleton+Medical+Centre+M6+5FX!3m8!1s0x487bae30b2047191:0x87478bef7daf5bd8!8m2!3d53.4883649!4d-2.2846638!9m1!1b1!15sCh9QZW5kbGV0b24gTWVkaWNhbCBDZW50cmUgTTYgNUZYWiEiH3BlbmRsZXRvbiBtZWRpY2FsIGNlbnRyZSBtNiA1ZniSAQ5tZWRpY2FsX2NlbnRlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNWtNMWRYY0hSVWJrbDZWMjVvYWxGck1VbFJWekZYV2pOQ1dsVXhSUkFC4AEA-gEECCoQQQ!16s%2Fg%2F11b7q50_9r?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Pendleton Medical Centre,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/pendleton-medical-centre/P87015
SPCT - Inclusion Service,Y00445003,M6 5PL,"1 Paddington Close, Salford, Greater Manchester",53.4866,-2.2835,0161 983 0650 (ext. 0759541158),http://www.spctpractices.co.uk/,True,False,,,City Health Centre,1,"City Health Centre, Little Hulton supplemental search, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",6,1.69,Salford Primary Care Together,nhs_website_domain_known_group,high,spctpractices.co.uk,4,2.3,3,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Salford+Inclusion+GP+Service,+Salford+Primary+Care+Together/@53.486786,-2.284202,17z/data=!4m8!3m7!1s0x487bae3a1a6c0077:0xf5d3eb586ddb98d5!8m2!3d53.486786!4d-2.284202!9m1!1b1!16s%2Fg%2F11fzf7d5zl?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D","Salford Inclusion GP Service, Salford Primary Care Together",0.286,3,google-review-texts/Y00445003-spct-inclusion-service.txt,,,,https://www.nhs.uk/services/gp-surgery/spct-inclusion-service/Y00445003
1/Salford Medical Practice,P87004,M6 5PP,"194-198 Langworthy Road, Salford, Lancashire",53.4872,-2.29456,01617361166,http://www.salfordmedicalcentre.nhs.uk,True,False,,,City Health Centre,1,"City Health Centre, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",5,2.146,,,,,,4.7,616,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Salford+Medical+Centre/@53.4874216,-2.294578,17z/data=!4m8!3m7!1s0x487bae47d4905f0b:0x9808012c0213669a!8m2!3d53.4874216!4d-2.294578!9m1!1b1!16s%2Fg%2F11c6dyfg2r?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Salford Medical Centre,1.0,10,google-review-texts/P87004-1-salford-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/1-salford-medical-practice/P87004
Cornerstone Medical Practice,P87639,M6 5QQ,"451 Liverpool Street, Salford, Lancashire",53.4838,-2.2969,0161 213 1980,https://cornerstone-medical.co.uk,True,False,,,City Health Centre,1,"City Health Centre, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",4,2.221,,,,,,3.6,40,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Cornerstone+Medical+Practice/@53.483692,-2.29434,17z/data=!4m8!3m7!1s0x487bae471ef51419:0x9a9b3d411934ec34!8m2!3d53.483692!4d-2.29434!9m1!1b1!16s%2Fg%2F1hc4s54c1?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Cornerstone Medical Practice,1.0,10,google-review-texts/P87639-cornerstone-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/cornerstone-medical-practice/P87639
Langworthy Medical Practice,P87027,M6 5WW,"250 Langworthy Road, Salford, Lancashire",53.4894,-2.29476,01617379244,http://www.langworthymedicalpractice.co.uk,True,False,,,City Health Centre,1,"City Health Centre, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",5,2.181,,,,,,4.1,334,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Langworthy+Medical+Practice/@53.4897736,-2.2947748,17z/data=!4m8!3m7!1s0x487bae4856f2c011:0x174d58fdfde2e035!8m2!3d53.4897736!4d-2.2947748!9m1!1b1!16s%2Fg%2F12hs83qtl?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Langworthy Medical Practice,1.0,10,google-review-texts/P87027-langworthy-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/langworthy-medical-practice/P87027
The Energise Healthy Living Centre,P87654001,M6 6ES,"Energise Healthy Living Centre, 3 Douglas Green, Salford, Greater Manchester",53.4979,-2.28359,0161 983 0017,,True,False,,,City Health Centre,1,"City Health Centre, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",5,1.974,,,,,,3.9,26,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/The+Energise+Community+Centre/@53.497673,-2.2837234,17z/data=!3m1!5s0x487bae33399d6915:0xeeec21ebaac8231e!4m8!3m7!1s0x487bae333c0af809:0xeceb23e82ac6131e!8m2!3d53.497673!4d-2.2837234!9m1!1b1!16s%2Fg%2F1q62g5x05?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Energise Community Centre,0.333,10,google-review-texts/P87654001-the-energise-healthy-living-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/the-energise-healthy-living-centre/P87654001
Sorrel Bank Medical Practice,P87040,M6 7HL,"23 Bolton Road, Salford, Lancashire",53.4933,-2.2948,01617361616,https://www.thesorrelgrouppractice.co.uk,True,False,,,City Health Centre,1,"City Health Centre, Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",5,2.255,,,,,,3.2,58,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Sorrel+Bank+Medical+Practice/@53.492939,-2.2940955,17z/data=!3m1!5s0x487ba41f1d3f9111:0xd9d66f448ca165fc!4m8!3m7!1s0x487bae4a275353b1:0xb06b03d1c10c97b1!8m2!3d53.492939!4d-2.2940955!9m1!1b1!16s%2Fg%2F11c3w183_r?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Sorrel Bank Medical Practice,1.0,10,google-review-texts/P87040-sorrel-bank-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/sorrel-bank-medical-practice/P87040
The Height General Practice,Y02767,M6 7NJ,"The Surgery, 355 Bolton Road, Salford, Greater Manchester",53.5007,-2.30872,01617365282,http://www.ssphealth.com,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",5,,SSP Health,nhs_website_domain_known_group,high,ssphealth.com,10,4.1,417,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Height+General+Practice/@53.5002212,-2.3079331,17z/data=!4m8!3m7!1s0x487bafad0f885727:0xf70d2b383d867!8m2!3d53.5002212!4d-2.3079331!9m1!1b1!16s%2Fg%2F1tf076jg?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Height General Practice,1.0,10,google-review-texts/Y02767-the-height-general-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-height-general-practice/Y02767
Victoria Road Surgery,P87040001,M6 8EZ,"9 Victoria Road, Salford, Greater Manchester",53.4925,-2.32563,01615072368,,True,False,,,,0,"Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",4,,,,,,,3.6,7,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Victoria+Road+Surgery/@53.4895095,-2.3263186,17z/data=!4m8!3m7!1s0x487baefb945816c5:0xf0be5e35c4ea049b!8m2!3d53.4895095!4d-2.3263186!9m1!1b1!16s%2Fg%2F11bzsz14bd?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Victoria Road Surgery,1.0,7,google-review-texts/P87040001-victoria-road-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/victoria-road-surgery/P87040001
Orient Road Medical Practice,P87032,M6 8LE,"37 Orient Road, Salford, Lancashire",53.4942,-2.32542,01617893029,http://www.orientroadmedicalpractice.co.uk/,True,False,,,,0,"Prestwich supplemental search, Salford Quays supplemental search, Stretford supplemental search, Swinton supplemental search",4,,,,,,,4.8,48,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Orient+Road+Medical+Practice/@53.4942404,-2.324833,17z/data=!4m8!3m7!1s0x487baefe9ce15555:0xdc81b4db78c272af!8m2!3d53.4942404!4d-2.324833!9m1!1b1!16s%2Fg%2F11frdw499p?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Orient Road Medical Practice,1.0,10,google-review-texts/P87032-orient-road-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/orient-road-medical-practice/P87032
